mcf_recid,mcf_refs,mcf_refd,site,year,mcf_id,day_c,rep_ncf,grid_id,mcf_ob1,mcf_ob2
1757,89,5,M3,13,M3 13 18,8,2,1,,
1758,90,6,M3,13,M3 13 28,8,2,2,,
1759,91,7,M3,13,M3 13 38,8,2,3,,
1760,92,8,M3,13,M3 13 48,8,2,4,,
1761,93,9,M3,13,M3 13 18,8,3,1,,
1762,94,10,M3,13,M3 13 28,8,3,2,,
1763,95,11,M3,13,M3 13 38,8,3,3,,
1764,96,12,M3,13,M3 13 48,8,3,4,,
1765,97,1,M3,13,M3 13 19,9,1,1,,
1766,98,2,M3,13,M3 13 29,9,1,2,,
1767,99,3,M3,13,M3 13 39,9,1,3,,
1768,100,4,M3,13,M3 13 49,9,1,4,,
1769,101,5,M3,13,M3 13 19,9,2,1,,
1770,102,6,M3,13,M3 13 29,9,2,2,,
1771,103,7,M3,13,M3 13 39,9,2,3,,
1772,104,8,M3,13,M3 13 49,9,2,4,,
1773,105,9,M3,13,M3 13 19,9,3,1,,
1774,106,10,M3,13,M3 13 29,9,3,2,,
1775,107,11,M3,13,M3 13 39,9,3,3,,
1776,108,12,M3,13,M3 13 49,9,3,4,,
1777,109,1,M3,13,M3 13 110,10,1,1,,
1778,110,2,M3,13,M3 13 210,10,1,2,,
1779,111,3,M3,13,M3 13 310,10,1,3,,
1780,112,4,M3,13,M3 13 410,10,1,4,,
1781,113,5,M3,13,M3 13 110,10,2,1,,
1782,114,6,M3,13,M3 13 210,10,2,2,,
1783,115,7,M3,13,M3 13 310,10,2,3,,
1784,116,8,M3,13,M3 13 410,10,2,4,,
1785,117,9,M3,13,M3 13 110,10,3,1,,
1786,118,10,M3,13,M3 13 210,10,3,2,,
1787,119,11,M3,13,M3 13 310,10,3,3,,
1788,120,12,M3,13,M3 13 410,10,3,4,,
