mca_recid,mca_refsite,mca_refd,site,year,img_fid,img_flink,day_c,img_c,grid_id,autoc
1706,38,2,M3,13,313124,M313124.jpg,4,1,2,
1707,39,3,M3,13,313134,M313134.jpg,4,1,3,
1708,40,4,M3,13,313144,M313144.jpg,4,1,4,
1709,41,5,M3,13,313214,M313214.jpg,4,2,1,
1710,42,6,M3,13,313224,M313224.jpg,4,2,2,
1711,43,7,M3,13,313234,M313234.jpg,4,2,3,
1712,44,8,M3,13,313244,M313244.jpg,4,2,4,
1713,45,9,M3,13,313314,M313314.jpg,4,3,1,
1714,46,10,M3,13,313324,M313324.jpg,4,3,2,
1715,47,11,M3,13,313334,M313334.jpg,4,3,3,
1716,48,12,M3,13,313344,M313344.jpg,4,3,4,
1717,49,1,M3,13,313115,M313115.jpg,5,1,1,
1718,50,2,M3,13,313125,M313125.jpg,5,1,2,
1719,51,3,M3,13,313135,M313135.jpg,5,1,3,
1720,52,4,M3,13,313145,M313145.jpg,5,1,4,
1721,53,5,M3,13,313215,M313215.jpg,5,2,1,
1722,54,6,M3,13,313225,M313225.jpg,5,2,2,
1723,55,7,M3,13,313235,M313235.jpg,5,2,3,
1724,56,8,M3,13,313245,M313245.jpg,5,2,4,
1725,57,9,M3,13,313315,M313315.jpg,5,3,1,
1726,58,10,M3,13,313325,M313325.jpg,5,3,2,
1727,59,11,M3,13,313335,M313335.jpg,5,3,3,
1728,60,12,M3,13,313346,M313346.jpg,6,3,4,
1729,61,1,M3,13,313116,M313116.jpg,6,1,1,
1730,62,2,M3,13,313126,M313126.jpg,6,1,2,
1731,63,3,M3,13,313136,M313136.jpg,6,1,3,
1732,64,4,M3,13,313146,M313146.jpg,6,1,4,
1733,65,5,M3,13,313216,M313216.jpg,6,2,1,
1734,66,6,M3,13,313226,M313226.jpg,6,2,2,
1735,67,7,M3,13,313236,M313236.jpg,6,2,3,
1736,68,8,M3,13,313246,M313246.jpg,6,2,4,
1737,69,9,M3,13,313316,M313316.jpg,6,3,1,
1738,70,10,M3,13,313326,M313326.jpg,6,3,2,
1739,71,11,M3,13,313336,M313336.jpg,6,3,3,
1740,72,12,M3,13,313346,M313346.jpg,6,3,4,
1741,73,1,M3,13,313117,M313117.jpg,7,1,1,
1742,74,2,M3,13,313127,M313127.jpg,7,1,2,
1743,75,3,M3,13,313137,M313137.jpg,7,1,3,
1744,76,4,M3,13,313147,M313147.jpg,7,1,4,
1745,77,5,M3,13,313217,M313217.jpg,7,2,1,
1746,78,6,M3,13,313227,M313227.jpg,7,2,2,
1747,79,7,M3,13,313237,M313237.jpg,7,2,3,
1748,80,8,M3,13,313247,M313247.jpg,7,2,4,
1749,81,9,M3,13,313317,M313317.jpg,7,3,1,
1750,82,10,M3,13,313327,M313327.jpg,7,3,2,
1751,83,11,M3,13,313337,M313337.jpg,7,3,3,
1752,84,12,M3,13,313347,M313347.jpg,7,3,4,
1753,85,1,M3,13,313118,M313118.jpg,8,1,1,
1754,86,2,M3,13,313128,M313128.jpg,8,1,2,
1755,87,3,M3,13,313138,M313138.jpg,8,1,3,
1756,88,4,M3,13,313148,M313148.jpg,8,1,4,
1757,89,5,M3,13,313218,M313218.jpg,8,2,1,
1758,90,6,M3,13,313228,M313228.jpg,8,2,2,
1759,91,7,M3,13,313238,M313238.jpg,8,2,3,
1760,92,8,M3,13,313248,M313248.jpg,8,2,4,
1761,93,9,M3,13,313318,M313318.jpg,8,3,1,
1762,94,10,M3,13,313328,M313328.jpg,8,3,2,
1763,95,11,M3,13,313338,M313338.jpg,8,3,3,
1764,96,12,M3,13,313348,M313348.jpg,8,3,4,
1765,97,1,M3,13,313119,M313119.jpg,9,1,1,
1766,98,2,M3,13,313129,M313129.jpg,9,1,2,
1767,99,3,M3,13,313139,M313139.jpg,9,1,3,
1768,100,4,M3,13,313149,M313149.jpg,9,1,4,
1769,101,5,M3,13,313219,M313219.jpg,9,2,1,
1770,102,6,M3,13,313229,M313229.jpg,9,2,2,
1771,103,7,M3,13,313239,M313239.jpg,9,2,3,
1772,104,8,M3,13,313249,M313249.jpg,9,2,4,
1773,105,9,M3,13,313319,M313319.jpg,9,3,1,
1774,106,10,M3,13,313329,M313329.jpg,9,3,2,
1775,107,11,M3,13,313339,M313339.jpg,9,3,3,
1776,108,12,M3,13,313349,M313349.jpg,9,3,4,
1777,109,1,M3,13,3131110,M3131110.jpg,10,1,1,
1778,110,2,M3,13,3131210,M3131210.jpg,10,1,2,
1779,111,3,M3,13,3131310,M3131310.jpg,10,1,3,
1780,112,4,M3,13,3131410,M3131410.jpg,10,1,4,
1781,113,5,M3,13,3132110,M3132110.jpg,10,2,1,
1782,114,6,M3,13,3132210,M3132210.jpg,10,2,2,
1783,115,7,M3,13,3132310,M3132310.jpg,10,2,3,
1784,116,8,M3,13,3132410,M3132410.jpg,10,2,4,
1785,117,9,M3,13,3133110,M3133110.jpg,10,3,1,
1786,118,10,M3,13,3133210,M3133210.jpg,10,3,2,
1787,119,11,M3,13,3133310,M3133310.jpg,10,3,3,
1788,120,12,M3,13,3133410,M3133410.jpg,10,3,4,
